person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,cb_person_codes,x_test_indices,y_test,y_pred
31,68000,RENT,4.0,DEBTCONSOLIDATION,12000,7.66,0,0.18,N,8,1,24683,0,0
31,68000,RENT,0.0,MEDICAL,12000,10.99,0,0.18,N,6,1,24684,0,0
27,85000,MORTGAGE,12.0,VENTURE,3800,6.03,0,0.04,N,6,1,24692,0,0
28,85000,MORTGAGE,0.0,EDUCATION,24000,19.03,0,0.28,N,7,1,24693,0,1
27,85000,MORTGAGE,11.0,EDUCATION,12000,6.62,0,0.14,N,10,1,24694,0,0
28,72000,RENT,4.0,VENTURE,12000,13.49,0,0.17,Y,6,0,24706,0,0
34,85000,MORTGAGE,6.0,HOMEIMPROVEMENT,24000,11.49,0,0.28,N,7,1,24711,0,0
32,85000,MORTGAGE,3.0,VENTURE,8000,18.79,0,0.09,Y,5,0,24721,0,0
27,85000,MORTGAGE,11.0,PERSONAL,10000,7.49,0,0.12,N,8,1,24724,0,0
34,73000,MORTGAGE,6.0,PERSONAL,7500,15.99,1,0.1,Y,5,0,24725,1,1
30,85000,MORTGAGE,0.0,HOMEIMPROVEMENT,18000,13.06,0,0.21,N,5,1,24732,0,0
28,41000,RENT,0.0,VENTURE,3000,11.11,0,0.07,N,6,1,24733,0,0
32,41000,RENT,17.0,MEDICAL,3000,10.99,0,0.07,Y,7,0,24735,0,0
31,85000,MORTGAGE,15.0,PERSONAL,4500,6.54,0,0.05,N,6,1,24739,0,0
27,36000,RENT,4.0,HOMEIMPROVEMENT,3000,15.62,1,0.08,N,7,1,24742,1,1
35,36000,RENT,2.0,PERSONAL,3000,10.99,1,0.08,N,10,1,24743,1,0
27,37000,OWN,1.0,VENTURE,16750,15.33,0,0.45,Y,10,0,24748,0,0
33,62050,MORTGAGE,17.0,MEDICAL,20000,10.99,1,0.27,Y,8,0,24755,1,1
31,73000,MORTGAGE,4.0,HOMEIMPROVEMENT,16000,19.41,1,0.22,Y,6,0,24757,1,0
33,75000,RENT,0.0,MEDICAL,12000,7.88,0,0.16,N,10,1,24772,0,0
35,69000,RENT,1.0,EDUCATION,12000,11.26,1,0.17,N,5,1,24775,1,0
35,85000,MORTGAGE,0.0,EDUCATION,20000,12.21,0,0.24,N,10,1,24778,0,0
31,85000,OTHER,4.0,HOMEIMPROVEMENT,16000,11.89,0,0.19,N,10,1,24779,0,0
28,36400,OWN,3.0,PERSONAL,7000,11.11,0,0.19,N,9,1,24786,0,0
29,86000,MORTGAGE,5.0,PERSONAL,14000,14.27,0,0.16,N,9,1,24801,0,0
31,80400,RENT,0.0,DEBTCONSOLIDATION,12000,7.29,0,0.15,N,10,1,24806,0,0
28,86000,MORTGAGE,12.0,PERSONAL,15600,5.99,0,0.18,N,7,1,24807,0,0
33,86000,MORTGAGE,5.0,VENTURE,15000,16.49,0,0.17,Y,9,0,24808,0,0
29,86000,MORTGAGE,9.0,DEBTCONSOLIDATION,8400,10.99,0,0.1,N,10,1,24810,0,0
29,86400,MORTGAGE,12.0,PERSONAL,8000,12.99,0,0.09,N,8,1,24830,0,0
30,86706,MORTGAGE,6.0,MEDICAL,8500,6.62,0,0.1,N,10,1,24839,0,0
32,86800,MORTGAGE,6.0,HOMEIMPROVEMENT,2800,7.88,0,0.03,N,9,1,24840,0,0
28,75000,MORTGAGE,11.0,PERSONAL,3000,7.9,1,0.04,N,8,1,24844,1,0
27,86000,RENT,4.0,EDUCATION,12000,7.51,0,0.14,N,8,1,24847,0,0
28,36000,OWN,0.0,EDUCATION,2350,12.99,0,0.07,Y,5,0,24850,0,0
30,36000,OWN,14.0,HOMEIMPROVEMENT,4000,13.49,0,0.11,N,10,1,24851,0,0
31,36000,OWN,15.0,VENTURE,5000,6.99,0,0.14,N,9,1,24854,0,0
31,87000,OWN,7.0,HOMEIMPROVEMENT,15000,13.11,0,0.17,Y,8,0,24856,0,0
29,87000,MORTGAGE,6.0,VENTURE,4800,8.94,0,0.06,N,5,1,24859,0,0
32,89000,RENT,0.0,MEDICAL,12000,8.94,0,0.13,N,6,1,24864,0,0
34,87600,MORTGAGE,15.0,EDUCATION,15000,8.49,0,0.17,N,6,1,24876,0,0
31,76000,MORTGAGE,9.0,EDUCATION,12000,15.96,1,0.16,N,5,1,24884,1,0
29,90444,RENT,13.0,MEDICAL,12000,7.14,0,0.13,N,8,1,24888,0,0
29,76000,MORTGAGE,4.0,HOMEIMPROVEMENT,20000,10.99,1,0.26,Y,8,0,24895,1,0
28,76000,MORTGAGE,12.0,HOMEIMPROVEMENT,5000,8.94,1,0.07,N,5,1,24898,1,0
31,95004,RENT,1.0,DEBTCONSOLIDATION,12000,10.75,0,0.13,N,5,1,24899,0,0
31,88000,MORTGAGE,10.0,DEBTCONSOLIDATION,7000,9.2,0,0.08,N,10,1,24902,0,0
35,100000,RENT,3.0,PERSONAL,12000,7.88,0,0.12,N,6,1,24909,0,0
30,89000,MORTGAGE,3.0,PERSONAL,10800,11.99,0,0.12,N,8,1,24915,0,0
32,77000,MORTGAGE,14.0,DEBTCONSOLIDATION,23000,11.49,1,0.3,N,6,1,24919,1,1
34,77000,MORTGAGE,18.0,EDUCATION,15000,11.14,1,0.19,N,6,1,24921,1,0
27,77000,MORTGAGE,0.0,EDUCATION,15000,17.74,1,0.19,Y,6,0,24922,1,1
33,110000,RENT,3.0,HOMEIMPROVEMENT,12000,10.65,0,0.11,N,5,1,24924,0,0
30,110000,RENT,8.0,HOMEIMPROVEMENT,12000,12.18,0,0.11,N,7,1,24927,0,0
30,111996,RENT,1.0,DEBTCONSOLIDATION,12000,7.49,0,0.11,N,6,1,24929,0,0
29,89520,OWN,13.0,MEDICAL,8000,13.23,0,0.09,N,10,1,24932,0,0
32,113000,RENT,5.0,HOMEIMPROVEMENT,12000,16.29,1,0.11,N,5,1,24943,1,0
32,117000,RENT,0.0,PERSONAL,12000,17.93,1,0.1,Y,10,0,24947,1,1
27,130000,RENT,11.0,EDUCATION,12000,15.23,0,0.09,Y,10,0,24953,0,0
31,100300,RENT,1.0,MEDICAL,12000,14.91,1,0.1,Y,7,0,24954,1,1
35,130000,RENT,17.0,EDUCATION,12000,10.75,0,0.09,N,6,1,24955,0,0
30,90000,MORTGAGE,2.0,HOMEIMPROVEMENT,7000,11.71,0,0.08,N,10,1,24958,0,0
34,150000,RENT,5.0,HOMEIMPROVEMENT,12000,10.59,0,0.08,N,9,1,24963,0,0
27,90000,MORTGAGE,12.0,EDUCATION,20000,10.99,0,0.22,N,6,1,24978,0,0
28,90000,MORTGAGE,12.0,HOMEIMPROVEMENT,5000,14.79,0,0.06,Y,8,0,24979,0,0
29,90000,MORTGAGE,3.0,EDUCATION,15000,6.99,0,0.17,N,8,1,24987,0,0
35,90000,MORTGAGE,8.0,EDUCATION,4800,9.99,0,0.05,N,5,1,24988,0,0
34,90000,MORTGAGE,3.0,MEDICAL,7500,15.23,0,0.08,Y,8,0,24993,0,0
28,42000,RENT,9.0,MEDICAL,12250,14.59,1,0.29,N,10,1,24994,1,1
27,90000,MORTGAGE,5.0,HOMEIMPROVEMENT,15000,7.49,0,0.17,N,5,1,24997,0,0
28,78000,MORTGAGE,4.0,VENTURE,10000,15.99,1,0.13,Y,7,0,24998,1,0
32,65000,RENT,16.0,DEBTCONSOLIDATION,12400,13.49,0,0.19,Y,6,0,25013,0,0
27,35000,RENT,11.0,MEDICAL,12500,15.65,1,0.36,Y,8,0,25016,1,1
33,90000,MORTGAGE,4.0,DEBTCONSOLIDATION,12000,12.98,0,0.13,N,6,1,25018,0,0
28,90000,MORTGAGE,5.0,VENTURE,25000,11.86,0,0.28,N,6,1,25029,0,0
34,90000,MORTGAGE,19.0,DEBTCONSOLIDATION,5000,13.61,0,0.06,N,7,1,25031,0,0
28,45000,RENT,3.0,EDUCATION,2800,10.99,0,0.06,N,8,1,25033,0,0
28,78000,MORTGAGE,4.0,HOMEIMPROVEMENT,24000,10.25,1,0.31,N,8,1,25045,1,0
34,35000,OWN,2.0,EDUCATION,2000,13.99,0,0.06,N,8,1,25054,0,0
27,67000,RENT,1.0,DEBTCONSOLIDATION,2800,13.04,0,0.04,N,10,1,25055,0,0
33,90000,MORTGAGE,0.0,HOMEIMPROVEMENT,8000,12.53,0,0.09,N,7,1,25057,0,0
31,78000,MORTGAGE,1.0,HOMEIMPROVEMENT,20000,14.26,1,0.26,Y,10,0,25070,1,1
35,18200,RENT,4.0,MEDICAL,2725,10.99,0,0.15,N,8,1,25072,0,1
29,52000,RENT,2.0,EDUCATION,2725,11.66,0,0.05,N,8,1,25075,0,0
30,15000,RENT,6.0,EDUCATION,2700,12.69,1,0.18,N,5,1,25077,1,1
32,90000,MORTGAGE,8.0,HOMEIMPROVEMENT,25000,11.58,0,0.28,N,6,1,25078,0,0
30,90000,MORTGAGE,3.0,EDUCATION,13000,11.89,0,0.14,N,10,1,25079,0,0
28,90000,MORTGAGE,9.0,DEBTCONSOLIDATION,4000,8.0,0,0.04,N,6,1,25085,0,0
30,90000,MORTGAGE,5.0,PERSONAL,7500,10.71,0,0.08,N,5,1,25087,0,0
31,78305,MORTGAGE,8.0,PERSONAL,10000,14.59,1,0.13,Y,7,0,25098,1,1
28,90522,MORTGAGE,4.0,DEBTCONSOLIDATION,12000,6.91,0,0.13,N,9,1,25101,0,0
27,91000,MORTGAGE,2.0,PERSONAL,11525,7.49,0,0.13,N,7,1,25109,0,0
35,91000,OWN,6.0,VENTURE,5600,10.99,0,0.06,N,8,1,25111,0,0
32,32000,RENT,1.0,VENTURE,2600,10.99,1,0.08,N,6,1,25132,1,0
27,25200,RENT,0.0,VENTURE,2550,14.27,0,0.1,N,5,1,25141,0,0
31,40500,RENT,0.0,MEDICAL,12500,13.61,1,0.31,N,7,1,25148,1,1
32,92000,MORTGAGE,1.0,EDUCATION,5000,10.99,0,0.05,N,8,1,25154,0,0
31,92000,MORTGAGE,2.0,HOMEIMPROVEMENT,3500,5.79,0,0.04,N,6,1,25155,0,0
33,92000,MORTGAGE,18.0,PERSONAL,12000,5.79,0,0.13,N,5,1,25160,0,0
27,14400,RENT,3.0,EDUCATION,2500,18.3,1,0.17,N,7,1,25162,1,1
28,68000,MORTGAGE,12.0,MEDICAL,24500,18.3,1,0.31,Y,6,0,25166,1,1
27,34800,OWN,7.0,HOMEIMPROVEMENT,9500,7.51,0,0.27,N,10,1,25182,0,0
32,93000,MORTGAGE,9.0,DEBTCONSOLIDATION,15000,12.99,0,0.16,N,10,1,25193,0,0
27,93000,MORTGAGE,5.0,DEBTCONSOLIDATION,16000,13.57,0,0.17,Y,10,0,25200,0,0
27,101877,RENT,9.0,VENTURE,12500,11.99,0,0.12,N,7,1,25204,0,0
30,93132,MORTGAGE,10.0,HOMEIMPROVEMENT,2500,5.99,0,0.03,N,6,1,25205,0,0
28,54000,RENT,5.0,DEBTCONSOLIDATION,12700,11.71,1,0.24,N,7,1,25210,1,0
30,94000,MORTGAGE,13.0,EDUCATION,10000,14.27,0,0.11,N,6,1,25211,0,0
29,94000,MORTGAGE,9.0,PERSONAL,10000,7.51,0,0.11,N,7,1,25222,0,0
35,46000,RENT,2.0,PERSONAL,12800,13.48,0,0.28,Y,8,0,25224,0,0
30,94104,OWN,15.0,VENTURE,14400,14.27,0,0.15,Y,7,0,25225,0,0
27,94500,MORTGAGE,2.0,PERSONAL,10000,14.26,0,0.11,N,5,1,25228,0,0
27,80000,RENT,8.0,HOMEIMPROVEMENT,12800,18.67,0,0.16,Y,6,0,25238,0,0
32,85000,RENT,5.0,MEDICAL,12800,10.75,0,0.15,N,7,1,25239,0,0
29,95000,MORTGAGE,6.0,VENTURE,35000,7.9,0,0.37,N,8,1,25243,0,0
28,95000,OWN,3.0,VENTURE,4800,11.71,0,0.05,N,10,1,25244,0,0
32,95000,MORTGAGE,5.0,VENTURE,4800,10.99,0,0.05,N,8,1,25248,0,0
31,95000,MORTGAGE,1.0,HOMEIMPROVEMENT,13200,12.99,0,0.14,Y,8,0,25249,0,0
35,50000,RENT,16.0,MEDICAL,13000,10.25,0,0.26,N,8,1,25252,0,0
30,95000,MORTGAGE,6.0,PERSONAL,4000,5.99,0,0.04,N,9,1,25258,0,0
34,52809,RENT,18.0,VENTURE,13000,10.62,0,0.25,N,9,1,25260,0,0
32,33600,OWN,0.0,EDUCATION,8000,16.02,0,0.24,N,7,1,25266,0,0
28,95000,MORTGAGE,0.0,MEDICAL,11000,13.06,0,0.12,Y,9,0,25267,0,0
27,58000,RENT,3.0,VENTURE,13000,11.58,0,0.22,N,7,1,25272,0,0
31,70550,MORTGAGE,9.0,MEDICAL,18000,19.74,1,0.22,Y,10,0,25273,1,1
32,95000,MORTGAGE,3.0,PERSONAL,18000,11.11,0,0.19,N,8,1,25278,0,0
32,64000,RENT,1.0,EDUCATION,13000,10.99,0,0.2,N,9,1,25284,0,0
30,95000,MORTGAGE,14.0,PERSONAL,25000,11.12,0,0.26,N,6,1,25290,0,0
28,95000,MORTGAGE,0.0,HOMEIMPROVEMENT,5000,7.51,0,0.05,N,5,1,25292,0,0
32,95000,MORTGAGE,13.0,HOMEIMPROVEMENT,8000,14.84,0,0.08,N,9,1,25295,0,0
29,76000,RENT,2.0,VENTURE,13000,10.25,0,0.17,N,8,1,25311,0,0
32,78000,RENT,0.0,VENTURE,13000,12.87,0,0.17,Y,10,0,25313,0,0
31,95000,MORTGAGE,1.0,DEBTCONSOLIDATION,25000,10.08,0,0.26,N,6,1,25314,0,0
33,95000,MORTGAGE,1.0,EDUCATION,24000,12.92,0,0.25,Y,5,0,25315,0,0
28,95680,MORTGAGE,12.0,VENTURE,17000,7.88,0,0.18,N,7,1,25325,0,0
35,84000,MORTGAGE,5.0,DEBTCONSOLIDATION,15200,15.27,1,0.18,Y,7,0,25329,1,0
27,96000,MORTGAGE,12.0,HOMEIMPROVEMENT,12500,19.03,0,0.13,Y,5,0,25331,0,0
28,96000,MORTGAGE,12.0,PERSONAL,6000,12.69,0,0.06,N,10,1,25335,0,0
28,33000,OWN,1.0,HOMEIMPROVEMENT,7500,15.31,0,0.23,Y,6,0,25354,0,0
28,96000,MORTGAGE,8.0,VENTURE,10000,7.66,0,0.1,N,7,1,25355,0,0
29,96000,MORTGAGE,5.0,HOMEIMPROVEMENT,12000,9.88,0,0.13,N,5,1,25376,0,0
31,84000,MORTGAGE,3.0,HOMEIMPROVEMENT,25000,17.34,1,0.3,Y,5,0,25384,1,0
29,96339,MORTGAGE,7.0,MEDICAL,15000,11.36,0,0.16,N,7,1,25388,0,0
28,44049,RENT,3.0,VENTURE,14000,10.99,1,0.32,N,8,1,25391,1,1
28,39000,RENT,6.0,EDUCATION,14000,7.9,1,0.36,N,8,1,25393,1,1
30,97000,MORTGAGE,9.0,PERSONAL,5000,13.49,0,0.05,Y,9,0,25399,0,0
28,97000,MORTGAGE,9.0,VENTURE,12000,8.49,0,0.12,N,5,1,25403,0,0
31,97000,MORTGAGE,6.0,DEBTCONSOLIDATION,12000,7.66,0,0.12,N,6,1,25404,0,0
31,48996,RENT,9.0,PERSONAL,14000,13.23,0,0.29,N,8,1,25414,0,0
33,97000,MORTGAGE,0.0,HOMEIMPROVEMENT,25000,16.0,0,0.26,N,6,1,25417,0,0
32,97000,MORTGAGE,6.0,HOMEIMPROVEMENT,5500,12.18,0,0.06,N,9,1,25418,0,0
27,50000,RENT,0.0,VENTURE,14000,6.54,0,0.28,N,8,1,25424,0,0
31,98000,OWN,7.0,MEDICAL,5000,15.96,0,0.05,Y,7,0,25434,0,0
35,47400,RENT,2.0,PERSONAL,14000,14.42,1,0.3,N,7,1,25440,1,1
27,98000,MORTGAGE,11.0,PERSONAL,17000,8.88,0,0.17,N,5,1,25445,0,0
29,98000,MORTGAGE,13.0,HOMEIMPROVEMENT,14000,10.25,0,0.14,N,5,1,25448,0,0
30,98000,MORTGAGE,2.0,HOMEIMPROVEMENT,5000,7.14,0,0.05,N,5,1,25449,0,0
33,98004,MORTGAGE,2.0,VENTURE,4000,10.99,0,0.04,N,9,1,25458,0,0
27,56000,RENT,2.0,MEDICAL,14000,10.65,0,0.25,N,7,1,25468,0,0
27,99000,MORTGAGE,4.0,VENTURE,9000,7.14,0,0.09,N,8,1,25481,0,0
29,60000,RENT,2.0,MEDICAL,14000,7.51,0,0.23,N,8,1,25484,0,0
29,99400,MORTGAGE,3.0,VENTURE,6000,6.92,0,0.06,N,7,1,25486,0,0
29,99780,MORTGAGE,14.0,HOMEIMPROVEMENT,6000,11.14,0,0.06,N,8,1,25490,0,0
31,74797,MORTGAGE,1.0,MEDICAL,10000,15.58,1,0.11,Y,6,0,25495,1,1
27,56500,RENT,2.0,HOMEIMPROVEMENT,14000,13.87,1,0.25,N,8,1,25501,1,0
27,88000,MORTGAGE,11.0,HOMEIMPROVEMENT,5000,8.9,1,0.06,N,9,1,25503,1,0
30,100000,MORTGAGE,2.0,EDUCATION,10000,16.77,0,0.1,Y,10,0,25505,0,0
28,100000,OWN,13.0,VENTURE,2000,14.27,0,0.02,Y,5,0,25506,0,0
31,100000,MORTGAGE,5.0,EDUCATION,5000,12.69,0,0.05,N,7,1,25516,0,0
34,75000,RENT,4.0,DEBTCONSOLIDATION,14000,12.69,0,0.19,N,7,1,25528,0,0
29,100000,MORTGAGE,5.0,PERSONAL,10000,7.49,0,0.1,N,6,1,25543,0,0
31,78000,RENT,1.0,DEBTCONSOLIDATION,14000,9.63,0,0.18,N,9,1,25546,0,0
33,100000,MORTGAGE,8.0,DEBTCONSOLIDATION,6400,7.29,0,0.06,N,9,1,25555,0,0
27,31000,OWN,4.0,MEDICAL,12000,12.73,0,0.39,Y,6,0,25560,0,0
29,100000,OWN,13.0,HOMEIMPROVEMENT,10000,6.92,0,0.1,N,7,1,25562,0,0
29,85000,RENT,3.0,DEBTCONSOLIDATION,14000,5.42,0,0.16,N,5,1,25569,0,0
30,85332,RENT,3.0,VENTURE,14000,14.22,0,0.16,N,7,1,25571,0,0
27,100000,MORTGAGE,2.0,MEDICAL,16000,6.54,0,0.16,N,5,1,25573,0,0
28,100000,MORTGAGE,0.0,EDUCATION,3950,10.99,0,0.04,N,5,1,25576,0,0
29,100000,MORTGAGE,3.0,DEBTCONSOLIDATION,4800,5.79,0,0.05,N,9,1,25578,0,0
29,100000,MORTGAGE,13.0,MEDICAL,20000,6.54,0,0.2,N,5,1,25581,0,0
29,100000,MORTGAGE,1.0,DEBTCONSOLIDATION,12000,6.91,0,0.12,N,10,1,25586,0,0
28,100000,OWN,5.0,VENTURE,11000,13.61,0,0.11,Y,8,0,25588,0,0
35,115000,RENT,2.0,EDUCATION,14000,10.99,0,0.12,N,9,1,25598,0,0
29,125000,RENT,2.0,DEBTCONSOLIDATION,14000,9.63,0,0.11,N,6,1,25604,0,0
30,100000,MORTGAGE,7.0,PERSONAL,1000,6.76,0,0.01,N,6,1,25609,0,0
30,100000,MORTGAGE,14.0,MEDICAL,15000,11.14,0,0.15,N,9,1,25615,0,0
28,100000,MORTGAGE,3.0,VENTURE,5300,11.14,0,0.05,N,5,1,25620,0,0
35,30000,RENT,4.0,MEDICAL,14125,12.99,1,0.47,Y,10,0,25624,1,1
32,100000,MORTGAGE,4.0,EDUCATION,4500,10.99,0,0.04,N,5,1,25626,0,0
28,30000,RENT,0.0,DEBTCONSOLIDATION,14125,14.74,1,0.47,N,10,1,25627,1,1
31,100000,MORTGAGE,0.0,HOMEIMPROVEMENT,15000,9.63,0,0.15,N,7,1,25630,0,0
35,88000,MORTGAGE,4.0,PERSONAL,10000,14.11,1,0.11,Y,6,0,25631,1,0
27,100000,MORTGAGE,0.0,VENTURE,16000,10.99,0,0.16,Y,6,0,25632,0,0
33,100000,MORTGAGE,2.0,VENTURE,7000,10.99,0,0.07,N,6,1,25639,0,0
35,100596,MORTGAGE,2.0,PERSONAL,25000,10.59,0,0.25,N,8,1,25655,0,0
29,36000,RENT,0.0,MEDICAL,14400,10.62,1,0.4,N,6,1,25657,1,1
32,101000,MORTGAGE,12.0,DEBTCONSOLIDATION,8000,11.49,0,0.08,N,5,1,25661,0,0
27,101000,MORTGAGE,1.0,PERSONAL,20000,10.99,0,0.2,N,8,1,25670,0,0
28,101000,MORTGAGE,7.0,PERSONAL,6000,8.32,0,0.06,N,9,1,25672,0,0
27,101004,MORTGAGE,2.0,MEDICAL,11025,7.9,0,0.11,N,5,1,25673,0,0
29,44500,RENT,3.0,VENTURE,14400,13.61,1,0.32,Y,10,0,25680,1,1
34,68000,RENT,5.0,HOMEIMPROVEMENT,14400,8.59,0,0.21,N,5,1,25696,0,0
33,103000,MORTGAGE,5.0,EDUCATION,24000,7.49,0,0.23,N,10,1,25713,0,0
30,103000,MORTGAGE,14.0,PERSONAL,6400,7.49,0,0.06,N,9,1,25715,0,0
28,103000,MORTGAGE,2.0,EDUCATION,5000,5.42,0,0.05,N,5,1,25716,0,0
27,103000,MORTGAGE,8.0,MEDICAL,8800,7.29,0,0.09,N,8,1,25719,0,0
28,85000,RENT,1.0,EDUCATION,14400,9.07,0,0.17,N,8,1,25729,0,0
27,104000,MORTGAGE,11.0,PERSONAL,10000,10.65,0,0.1,N,9,1,25732,0,0
27,104000,OWN,4.0,EDUCATION,35000,17.99,0,0.34,Y,6,0,25736,0,0
28,104000,MORTGAGE,12.0,PERSONAL,20000,10.99,0,0.19,N,9,1,25742,0,0
32,104000,MORTGAGE,12.0,VENTURE,17000,14.82,0,0.16,Y,7,0,25746,0,0
27,104525,MORTGAGE,11.0,HOMEIMPROVEMENT,6000,7.4,0,0.06,N,8,1,25747,0,0
30,30000,RENT,1.0,PERSONAL,14500,10.99,1,0.48,N,8,1,25748,1,1
34,105000,MORTGAGE,14.0,VENTURE,12000,6.99,0,0.11,N,5,1,25758,0,0
28,30000,RENT,1.0,MEDICAL,14500,11.14,1,0.48,N,8,1,25759,1,1
27,105000,MORTGAGE,7.0,EDUCATION,11000,7.49,0,0.1,N,5,1,25764,0,0
34,105000,MORTGAGE,2.0,HOMEIMPROVEMENT,5000,5.42,0,0.05,N,7,1,25768,0,0
28,105000,MORTGAGE,8.0,VENTURE,12000,9.63,0,0.11,N,10,1,25769,0,0
29,105000,MORTGAGE,13.0,HOMEIMPROVEMENT,12000,7.88,0,0.11,N,7,1,25781,0,0
30,105000,MORTGAGE,14.0,HOMEIMPROVEMENT,13000,10.25,0,0.12,N,9,1,25787,0,0
28,105000,MORTGAGE,0.0,VENTURE,19000,12.21,0,0.18,N,6,1,25795,0,0
27,106000,MORTGAGE,11.0,HOMEIMPROVEMENT,4000,11.71,0,0.04,N,6,1,25804,0,0
33,106000,MORTGAGE,2.0,EDUCATION,6000,8.49,0,0.06,N,8,1,25806,0,0
34,106000,MORTGAGE,6.0,HOMEIMPROVEMENT,7200,7.29,0,0.07,N,8,1,25807,0,0
31,106000,MORTGAGE,15.0,HOMEIMPROVEMENT,2400,9.63,0,0.02,N,6,1,25809,0,0
32,106000,MORTGAGE,3.0,MEDICAL,10000,10.99,0,0.09,N,7,1,25815,0,0
27,32000,RENT,0.0,DEBTCONSOLIDATION,15000,10.99,1,0.47,N,7,1,25827,1,1
27,107000,MORTGAGE,11.0,VENTURE,35000,9.63,0,0.33,N,7,1,25829,0,0
29,107000,MORTGAGE,3.0,PERSONAL,25000,10.99,0,0.23,N,5,1,25830,0,0
27,107000,MORTGAGE,4.0,EDUCATION,11500,8.38,0,0.11,N,10,1,25836,0,0
28,107364,MORTGAGE,12.0,HOMEIMPROVEMENT,8000,6.76,0,0.07,N,9,1,25841,0,0
32,108000,MORTGAGE,5.0,VENTURE,12000,11.49,0,0.11,N,10,1,25846,0,0
27,108000,MORTGAGE,11.0,EDUCATION,21600,10.99,0,0.2,N,10,1,25847,0,0
30,108000,MORTGAGE,14.0,HOMEIMPROVEMENT,5000,10.99,0,0.05,N,5,1,25850,0,0
27,35040,RENT,11.0,MEDICAL,2000,10.99,0,0.06,N,10,1,25853,0,0
27,108000,MORTGAGE,6.0,MEDICAL,10000,6.54,0,0.09,N,8,1,25856,0,0
35,108717,MORTGAGE,9.0,DEBTCONSOLIDATION,16000,6.99,0,0.15,N,5,1,25869,0,0
27,39000,RENT,4.0,EDUCATION,2000,16.07,0,0.05,N,7,1,25872,0,0
34,109800,MORTGAGE,12.0,DEBTCONSOLIDATION,10000,10.99,0,0.09,N,8,1,25882,0,0
27,110000,MORTGAGE,11.0,HOMEIMPROVEMENT,3600,6.03,0,0.03,N,5,1,25884,0,0
27,33600,RENT,11.0,DEBTCONSOLIDATION,15000,5.79,1,0.45,N,8,1,25889,1,1
28,110000,MORTGAGE,0.0,HOMEIMPROVEMENT,6000,10.65,0,0.05,N,8,1,25891,0,0
27,40800,RENT,3.0,VENTURE,2000,7.49,0,0.05,N,9,1,25893,0,0
28,110000,MORTGAGE,12.0,VENTURE,17000,6.03,0,0.15,N,7,1,25896,0,0
30,110000,MORTGAGE,12.0,MEDICAL,5000,10.99,0,0.05,N,10,1,25899,0,0
32,110000,MORTGAGE,5.0,EDUCATION,10000,10.99,0,0.09,N,9,1,25902,0,0
33,42000,RENT,8.0,MEDICAL,2000,10.99,0,0.05,Y,9,0,25903,0,0
30,98000,MORTGAGE,3.0,DEBTCONSOLIDATION,5200,16.49,1,0.05,N,6,1,25907,1,1
31,83300,MORTGAGE,9.0,MEDICAL,10000,10.99,1,0.1,Y,5,0,25913,1,1
34,110000,MORTGAGE,2.0,MEDICAL,10000,7.29,0,0.09,N,10,1,25915,0,0
28,110000,MORTGAGE,12.0,VENTURE,15000,10.0,0,0.14,N,10,1,25924,0,0
29,110000,MORTGAGE,11.0,VENTURE,12000,10.37,0,0.11,N,10,1,25925,0,0
30,110000,MORTGAGE,14.0,DEBTCONSOLIDATION,25000,10.36,0,0.23,N,8,1,25927,0,0
30,46080,RENT,0.0,PERSONAL,2000,6.99,0,0.04,N,8,1,25928,0,0
33,46800,RENT,9.0,MEDICAL,2000,14.65,0,0.04,N,6,1,25930,0,0
27,110000,MORTGAGE,3.0,DEBTCONSOLIDATION,25000,10.99,0,0.23,N,6,1,25932,0,0
28,110000,MORTGAGE,12.0,HOMEIMPROVEMENT,3500,11.49,0,0.03,N,10,1,25937,0,0
29,110000,MORTGAGE,1.0,EDUCATION,12800,16.82,0,0.12,N,6,1,25940,0,0
28,110000,MORTGAGE,7.0,HOMEIMPROVEMENT,10750,11.86,0,0.1,N,9,1,25941,0,0
28,42000,RENT,4.0,DEBTCONSOLIDATION,2000,14.96,1,0.05,Y,6,0,25944,1,1
27,50000,RENT,0.0,VENTURE,2000,10.99,0,0.04,N,5,1,25950,0,0
32,110000,MORTGAGE,0.0,VENTURE,23000,11.48,0,0.21,N,9,1,25955,0,0
27,110000,MORTGAGE,3.0,MEDICAL,4800,7.74,0,0.04,N,7,1,25961,0,0
29,35000,RENT,4.0,DEBTCONSOLIDATION,15000,13.22,1,0.43,N,5,1,25969,1,1
29,110004,MORTGAGE,13.0,MEDICAL,12000,10.36,0,0.11,N,6,1,25980,0,0
32,37000,RENT,1.0,MEDICAL,15000,9.62,1,0.41,N,10,1,25985,1,1
32,110888,MORTGAGE,0.0,MEDICAL,10400,9.91,0,0.09,N,6,1,25986,0,0
30,112000,OWN,6.0,VENTURE,12000,10.99,0,0.11,N,10,1,25999,0,0
27,112000,MORTGAGE,5.0,PERSONAL,8000,6.17,0,0.07,N,8,1,26003,0,0
28,112000,MORTGAGE,9.0,HOMEIMPROVEMENT,15000,11.12,0,0.13,N,7,1,26004,0,0
29,112000,MORTGAGE,3.0,PERSONAL,25000,14.61,0,0.22,N,5,1,26005,0,0
27,112000,MORTGAGE,9.0,EDUCATION,13000,13.57,0,0.12,N,10,1,26006,0,0
